0.8125,0.021740217,0,0.404040404,0
0.8125,0,0,0.131313131,0
0.5625,0,0,0.404040404,0
0.4375,0,0,0.404040404,0
0.8125,0,0,0.404040404,0
0.875,0,0,0.404040404,0
0.3125,0,0,0.161616162,0
0.5625,0,0,0.454545455,1
0.875,0.140841408,0,0.505050505,1
0.8125,0.051780518,0,0.404040404,1
0.625,0,0,0.808080808,1
0.8125,0,0,0.404040404,1
0.8125,0,0,0.303030303,0
0.75,0,0,0.505050505,0
0.6875,0,0,0.404040404,1
0.25,0,0,0.454545455,0
0.5625,0,0,0.353535354,0
0.5625,0,0,0.404040404,0
0.4375,0,0,0.505050505,0
0.875,0,0,0.454545455,1
1,0,0,0.606060606,1
0.5625,0,0,0.202020202,0
0.3125,0,0,0.404040404,0
0.4375,0,0.468778696,0.404040404,0
0.5625,0,0,0.404040404,0
0.8125,0,0,0.404040404,1
0.5625,0,0,0.404040404,0
0.625,0,0,0.606060606,1
0.5625,0,0,0.808080808,0
0.5625,0,0,0.404040404,0
0.75,0,0,0.525252525,0
0.625,0,0,0.444444444,0
0.8125,0,0.323232323,0.404040404,0
0.625,0,0,0.404040404,0
0.625,0,0,0.151515152,0
0.4375,0,0,0.404040404,0
0.625,0,0,0.404040404,0
0.5625,0,0,0.252525253,0
0.625,0,0,0.383838384,1
0.75,0,0,0.404040404,0
0.3125,0,0,0.434343434,0
0.8125,0,0,0.404040404,0
0.8125,0,0,0.505050505,0
0.5625,0,0,0.404040404,0
0.5625,0,0,0.353535354,0
0.8125,0,0,0.404040404,1
0.5625,0,0,0.383838384,0
0.875,0,0,0.404040404,0
0.6875,0,0,0.404040404,0
0.6875,0,0,0.434343434,0
0.625,0,0,0.404040404,0
0.5625,0,0,0.303030303,0
0.9375,0,0.436639118,0.606060606,1
0.8125,0,0,0.555555556,1
0.5625,0,0,0.606060606,0
0.625,0,0,0.404040404,1
0.1875,0,0,0.404040404,0
0.6875,0,0,0.404040404,0
0.5625,0,0,0.484848485,0
0.5625,0.050130501,0,0.404040404,0
0.8125,0.024070241,0,0.404040404,0
0.25,0,0,0.404040404,0
0.5625,0,0,0.404040404,0
1,0,0,0.454545455,1
0.625,0,0,0.585858586,0
0.5625,0,0,0.404040404,0
0.625,0,0,0.404040404,0
0.5625,0,0,0.404040404,1
0.625,0,0,0.505050505,1
0.625,0,0,0.404040404,0
0.625,0,0,0.323232323,0
0.8125,0,0,0.404040404,0
0.8125,0,0,0.707070707,1
0.625,0,0,0.404040404,0
0.625,0,0,0.202020202,0
0.5625,0,0,0.404040404,0
0.75,0,0,0.404040404,0
0.375,0,0,0.02020202,0
0.4375,0,0,0.222222222,0
0.25,0,0,0.404040404,0
0.5625,0,0,0.303030303,0
0.8125,0,0,0.404040404,0
0.5625,0,0,0.404040404,0
0.5625,0,0,0.484848485,0
0.5625,0.143441434,0,0.404040404,1
0.5625,0,0,0.353535354,0
0.5625,0,0,0.404040404,1
0.875,0,0,0.505050505,0
0.3125,0,0,0.404040404,0
1,0,0,0.505050505,1
0.6875,0,0,0.404040404,0
0.625,0,0,0.404040404,0
0.625,0,0,0.252525253,0
0.5625,0,0.361111111,0.353535354,0
0.8125,0,0,0.404040404,1
0.625,0,0,0.505050505,0
1,0,0.436639118,0.606060606,1
